CID,FST_USE_DT
CID0342393,20171031
CID0376612,20171031
CID0314305,20171029
CID0283299,20171031
CID0360544,20161214
CID0353445,20161213
CID0231587,20150214
CID0251148,20150327
CID0118648,20150429
CID0246733,20150418
CID0084938,20150522
CID0083905,20150504
CID0304584,20150120
CID0001476,20150115
CID0249425,20150115
CID0227129,20150423
CID0091452,20150515
CID0064638,20150302
CID0081239,20150118
CID0169098,20150325
CID0156461,20150402
CID0271052,20150324
CID0319717,20150415
CID0265313,20150520
CID0200069,20150514
CID0161232,20150530
CID0116257,20150411
CID0309224,20150701
CID0034887,20150625
CID0346581,20150113
CID0239427,20150701
CID0158592,20150408
CID0094418,20150524
CID0282417,20150416
CID0151252,20150723
CID0100573,20150217
CID0223025,20150730
CID0127431,20150215
CID0006249,20150114
CID0074926,20150123
CID0318116,20150824
CID0155230,20150717
CID0076358,20150623
CID0308943,20150708
CID0287768,20150428
CID0279176,20150321
CID0255660,20150320
CID0109461,20150114
CID0185851,20150412
CID0074894,20150402
CID0228590,20150417
CID0267352,20150424
CID0067181,20150529
CID0165883,20150816
CID0133007,20150506
CID0253960,20150519
CID0147550,20150715
CID0337236,20150206
CID0070135,20150120
CID0350146,20150505
CID0257422,20150716
CID0036562,20150111
CID0003273,20150320
CID0079978,20150302
CID0294409,20150129
CID0272424,20150212
CID0324862,20150110
CID0300683,20150327
CID0316799,20150307
CID0335233,20150428
CID0223411,20150330
CID0036373,20150507
CID0320284,20150821
CID0377305,20150127
CID0319182,20150206
CID0059509,20150409
CID0359582,20150409
CID0067428,20150623
CID0316775,20150528
CID0221204,20150422
CID0258792,20150320
CID0115672,20150110
CID0114370,20150415
CID0113355,20150422
CID0034675,20150120
CID0058570,20150427
CID0360681,20150213
CID0370825,20150707
CID0185750,20150628
CID0114467,20150215
CID0127673,20150516
CID0079382,20150325
CID0245452,20150724
CID0020064,20150214
CID0287918,20150601
CID0386747,20150518
CID0305936,20150610
CID0266296,20150722
CID0100717,20150520
CID0201448,20150310
CID0130046,20150527
CID0253911,20150806
CID0351970,20150308
CID0160945,20150330
CID0097016,20150526
CID0186737,20150314
CID0006776,20150320
CID0206662,20150126
CID0365079,20150316
CID0120939,20150118
CID0067530,20150703
CID0013217,20150423
CID0225033,20150819
CID0358248,20150528
CID0046002,20150129
CID0136149,20150510
CID0041603,20150625
CID0241639,20150516
CID0021024,20150714
CID0106238,20150421
CID0203143,20150414
CID0333327,20150513
CID0232765,20150504
CID0146461,20150611
CID0020907,20150427
CID0022544,20150320
CID0035074,20150204
CID0259877,20150409
CID0049867,20150123
CID0165091,20150626
CID0143083,20150803
CID0082421,20150609
CID0060466,20150630
CID0060598,20150211
CID0255088,20150424
CID0033874,20150113
CID0013750,20150513
CID0238363,20150724
CID0159656,20150506
CID0330785,20150707
CID0314639,20150427
CID0140341,20160726
CID0104189,20160401
CID0014824,20160330
CID0295769,20160401
CID0216007,20160401
CID0096891,20160402
CID0273708,20160402
CID0061230,20160407
CID0238126,20160406
CID0216006,20160407
CID0030191,20160407
CID0208652,20160409
CID0268607,20160408
CID0299367,20160408
CID0332817,20160409
CID0074028,20160408
CID0184957,20160407
CID0020002,20160406
CID0029771,20160408
CID0362488,20160408
CID0063923,20160408
CID0040853,20160409
CID0155569,20160407
CID0232321,20160728
CID0281733,20160727
CID0222935,20160723
CID0135940,20160726
CID0064030,20160723
CID0344254,20160726
CID0278684,20160409
CID0346415,20160624
CID0177929,20160624
CID0140493,20160625
CID0099897,20160625
CID0331845,20160630
CID0142991,20160625
CID0167486,20160625
CID0265422,20160625
CID0047853,20160625
CID0322847,20160628
CID0277850,20160624
CID0216367,20160623
CID0076124,20160728
CID0096892,20160726
CID0062444,20160722
CID0222257,20160624
CID0345681,20160629
CID0240118,20160625
CID0117418,20160624
CID0285536,20160629
CID0273817,20160625
CID0099474,20160625
CID0224930,20160625
CID0292640,20160624
CID0112560,20160624
CID0158652,20160624
CID0069343,20160727
CID0205152,20160727
CID0199080,20160726
CID0311074,20160723
CID0098179,20160624
CID0145929,20160628
CID0062507,20160625
CID0199456,20160628
CID0211693,20160628
CID0082334,20160624
CID0095671,20160629
CID0136371,20160628
CID0321817,20160727
CID0201248,20160727
CID0345177,20160727
CID0089812,20160727
CID0099124,20160727
CID0012280,20160728
CID0161939,20160729
CID0101269,20160728
CID0185309,20160727
CID0033286,20170523
CID0087042,20170524
CID0157443,20170523
CID0222799,20170520
CID0292257,20170524
CID0162669,20170523
CID0293163,20170520
CID0359332,20170518
CID0203317,20170520
CID0145932,20170519
CID0244282,20170525
CID0172201,20170518
CID0314217,20170518
CID0188024,20170518
CID0380451,20170518
CID0286178,20170519
CID0066682,20170518
CID0208643,20170519
CID0000727,20170523
CID0086993,20170520
CID0163840,20170523
CID0007051,20170520
CID0052514,20170525
CID0200185,20170526
CID0003860,20170524
CID0254424,20170524
CID0209473,20170523
CID0220689,20170523
CID0373508,20170523
CID0046427,20170523
CID0310536,20170520
CID0082777,20170520
CID0283604,20160727
CID0165971,20160728
CID0323973,20160728
CID0322254,20160727
CID0210365,20160727
CID0015456,20160803
CID0184842,20160728
CID0070994,20160727
CID0141348,20160730
CID0333194,20160628
CID0028593,20160629
CID0263956,20160629
CID0142238,20160628
CID0067393,20160628
CID0042797,20160629
CID0380692,20170628
CID0274495,20170628
CID0099838,20170628
CID0042367,20170627
CID0215948,20170628
CID0201581,20170701
CID0309542,20170701
CID0247841,20170701
CID0173011,20170704
CID0183417,20170708
CID0366850,20170701
CID0384333,20170704
CID0146238,20170704
CID0237444,20170704
CID0355717,20170701
CID0152112,20170701
CID0123904,20170706
CID0217026,20170704
CID0377367,20170701
CID0363607,20170701
CID0354629,20160130
CID0045551,20160127
CID0206497,20160128
CID0090220,20160127
CID0189932,20160126
CID0177539,20160128
CID0004810,20160129
CID0097346,20160129
CID0147267,20160129
CID0114204,20160129
CID0118245,20160130
CID0204795,20160129
CID0077728,20160202
CID0123891,20160129
CID0140741,20160129
CID0107134,20160129
CID0180251,20160129
CID0386215,20170704
CID0357643,20170701
CID0094061,20170701
CID0237205,20170704
CID0195110,20170704
CID0216115,20170627
CID0278706,20170627
CID0189825,20170627
CID0383500,20170624
CID0237203,20170627
CID0262444,20170704
CID0187765,20170629
CID0295734,20170624
CID0117624,20170628
CID0346537,20170628
CID0214521,20170627
CID0261726,20170627
CID0242445,20170629
CID0362578,20170627
CID0078812,20170630
CID0286297,20170627
CID0005813,20170628
CID0106252,20170704
CID0357856,20170627
CID0026593,20170629
CID0272654,20170621
CID0346195,20170623
CID0320606,20170622
CID0012478,20170622
CID0234572,20170622
CID0294651,20170621
CID0033413,20170622
CID0196113,20170623
CID0385246,20170602
CID0326924,20170606
CID0117583,20170602
CID0096935,20170602
CID0058060,20170603
CID0005430,20170603
CID0019562,20170613
CID0020775,20170614
CID0187508,20170613
CID0068978,20170614
CID0037945,20170610
CID0028035,20170610
CID0169883,20170628
CID0356835,20170627
CID0255981,20170627
CID0034124,20170629
CID0084783,20170629
CID0105985,20170628
CID0332866,20170627
CID0137508,20170701
CID0160440,20170629
CID0246590,20170628
CID0085870,20170628
CID0131850,20170628
CID0311386,20170627
CID0297239,20170701
CID0366081,20170701
CID0118764,20170630
CID0049157,20170707
CID0018318,20170701
CID0108680,20170701
CID0033203,20170701
CID0342526,20170701
CID0045750,20170701
CID0012176,20170701
CID0280921,20171021
CID0303826,20171024
CID0114980,20171021
CID0121677,20171026
CID0020747,20171025
CID0320669,20171024
CID0308133,20171021
CID0027987,20171021
CID0353012,20171021
CID0066851,20171021
CID0220226,20171024
CID0133598,20171024
CID0133821,20171025
CID0343032,20171021
CID0058463,20171021
CID0248712,20171024
CID0324744,20171024
CID0000285,20171024
CID0197661,20171021
CID0150752,20171025
CID0174855,20161210
CID0347934,20161213
CID0331722,20171031
CID0087924,20171029
CID0357210,20171029
CID0081361,20171029
CID0062683,20171030
CID0363334,20171030
CID0363020,20171029
CID0248664,20171028
CID0385965,20171031
CID0187927,20171031
CID0343396,20171031
CID0128006,20171030
CID0352933,20170506
CID0225897,20170506
CID0250857,20170509
CID0365602,20170506
CID0111066,20170509
CID0030499,20170509
CID0187872,20170509
CID0205192,20170509
CID0245437,20170510
CID0228728,20170509
CID0210903,20170506
CID0362398,20170506
CID0092746,20170506
CID0170961,20170506
CID0136836,20170506
CID0137349,20170509
CID0039342,20170506
CID0111153,20170509
CID0226018,20170509
CID0160660,20170506
CID0070868,20170509
CID0344273,20170509
CID0147809,20170509
CID0201368,20170509
CID0269702,20170509
CID0013947,20170511
CID0373968,20161018
CID0208464,20161018
CID0168191,20161019
CID0214044,20161015
CID0231357,20161015
CID0182758,20161014
CID0054134,20161018
CID0105561,20161014
CID0138319,20161015
CID0338004,20161018
CID0024785,20161014
CID0152580,20161020
CID0013033,20161015
CID0275601,20161015
CID0347760,20161014
CID0285529,20161018
CID0146130,20161015
CID0262141,20161018
CID0372706,20161018
CID0075367,20161019
CID0019082,20161015
CID0165844,20161015
CID0223899,20161015
CID0075568,20161015
CID0346663,20161014
CID0099176,20161015
CID0202301,20161015
CID0155816,20161015
CID0217087,20161015
CID0069491,20161014
CID0272138,20161015
CID0170442,20161015
CID0251200,20161018
CID0039303,20161015
CID0160631,20161015
CID0186855,20161015
CID0174083,20161015
CID0130044,20161014
CID0000304,20161213
CID0073196,20161216
CID0143890,20161214
CID0148956,20161214
CID0385262,20161214
CID0336417,20161217
CID0063953,20161210
CID0147522,20161210
CID0358313,20161213
CID0294787,20161214
CID0068420,20161210
CID0158700,20161210
CID0319593,20161210
CID0378965,20161214
CID0221413,20161214
CID0134579,20161213
CID0329399,20161213
CID0175266,20161213
CID0253005,20161210
CID0052912,20161214
CID0264178,20161213
CID0080544,20161214
CID0021063,20161216
CID0289748,20161210
CID0324821,20170509
CID0095531,20170509
CID0141503,20170509
CID0161132,20170509
CID0322259,20170510
CID0146063,20170509
CID0114410,20170510
CID0258587,20170510
CID0150463,20170509
CID0233069,20161020
CID0341011,20161015
CID0382617,20161015
CID0189369,20161015
CID0230621,20161018
CID0306444,20161020
CID0068785,20161014
CID0010795,20161223
CID0143156,20161223
CID0010028,20161222
CID0081767,20161223
CID0287075,20161223
CID0333770,20161224
CID0328191,20161224
CID0156088,20161222
CID0256786,20161224
CID0244336,20161223
CID0083139,20161223
CID0259646,20150430
CID0123309,20150326
CID0289518,20150116
CID0086036,20150308
CID0362572,20150121
CID0246291,20150312
CID0146317,20150706
CID0216326,20150626
CID0212834,20150212
CID0010076,20150619
CID0089111,20150723
CID0063257,20150710
CID0144798,20150210
CID0089498,20150530
CID0187361,20150427
CID0255974,20150205
CID0128011,20150215
CID0134128,20150119
CID0302318,20150325
CID0012539,20150611
CID0227376,20150326
CID0036654,20150722
CID0364066,20150515
CID0144069,20150701
CID0144434,20150802
CID0223884,20150527
CID0225943,20150217
CID0046991,20150429
CID0003191,20150521
CID0366290,20150810
CID0223913,20150409
CID0104955,20150612
CID0246317,20150603
CID0099289,20150309
CID0111991,20150204
CID0295543,20150123
CID0356326,20150504
CID0074772,20150624
CID0043946,20150423
CID0016692,20150123
CID0264169,20150402
CID0252688,20150429
CID0110772,20150321
CID0188233,20150127
CID0014919,20150507
CID0078846,20150702
CID0002546,20150423
CID0105668,20150628
CID0334460,20150508
CID0173307,20150523
CID0249686,20150313
CID0246866,20150701
CID0305764,20150623
CID0341633,20150504
CID0003983,20150422
CID0131643,20150608
CID0054795,20150825
CID0269300,20150821
CID0247505,20150114
CID0243327,20150415
CID0173474,20150329
CID0208998,20150826
CID0315503,20150120
CID0185070,20150429
CID0282111,20150216
CID0368728,20150322
CID0235330,20150414
CID0229448,20150521
CID0078169,20150616
CID0234284,20150804
CID0126833,20150514
CID0001725,20150205
CID0127711,20150510
CID0228199,20150804
CID0250338,20150402
CID0106918,20150720
CID0099705,20150710
CID0113880,20150403
CID0295742,20150422
CID0386878,20150422
CID0335129,20150505
CID0001726,20150130
CID0267698,20150615
CID0098509,20150615
CID0242947,20150420
CID0155715,20150317
CID0289331,20150119
CID0082828,20150428
CID0038246,20150301
CID0129617,20150710
CID0136143,20150420
CID0258654,20150611
CID0250471,20150409
CID0159143,20150506
CID0108698,20150121
CID0177573,20150616
CID0359495,20150623
CID0317220,20150305
CID0286807,20150417
CID0121355,20150519
CID0328336,20150121
CID0032004,20150504
CID0071048,20150314
CID0223898,20150723
CID0170230,20150309
CID0312604,20150608
CID0038289,20150629
CID0154760,20150413
CID0354353,20150530
CID0062755,20150605
CID0142740,20150705
CID0386995,20150528
CID0319780,20150325
CID0223339,20150717
CID0213540,20150203
CID0269810,20150312
CID0315005,20150402
CID0225553,20150427
CID0323403,20150815
CID0334759,20150307
CID0302396,20150403
CID0347780,20150425
CID0296287,20150305
CID0003200,20150613
CID0340705,20150704
CID0209760,20150306
CID0075814,20150427
CID0198617,20150624
CID0044484,20150202
CID0282619,20150825
CID0154184,20150331
CID0096914,20150109
CID0038504,20150207
CID0096022,20150127
CID0014909,20160628
CID0091838,20160629
CID0130928,20160630
CID0283055,20160629
CID0256882,20160629
CID0106027,20160628
CID0082676,20160628
CID0296502,20160625
CID0236927,20160628
CID0053531,20160727
CID0073542,20160728
CID0325377,20160728
CID0366831,20160727
CID0018051,20160728
CID0383581,20160727
CID0262827,20160728
CID0280860,20160728
CID0330844,20160728
CID0259070,20160723
CID0317385,20160629
CID0044885,20160628
CID0085183,20160628
CID0075856,20160628
CID0329139,20160629
CID0221291,20160629
CID0156396,20160629
CID0348780,20160628
CID0298945,20160623
CID0051072,20160625
CID0304833,20160625
CID0370884,20160625
CID0114765,20160625
CID0318824,20160625
CID0104731,20160628
CID0282636,20160629
CID0353842,20160727
CID0302927,20160727
CID0306165,20160728
CID0112844,20160727
CID0096059,20160727
CID0373549,20160728
CID0174044,20160727
CID0046181,20160728
CID0143606,20160728
CID0319965,20160727
CID0200853,20160625
CID0133968,20160625
CID0345983,20160625
CID0123693,20160625
CID0180654,20160628
CID0304707,20160629
CID0097013,20160625
CID0045626,20160624
CID0103903,20160625
CID0090791,20160628
CID0256598,20160628
CID0132690,20160629
CID0190836,20160628
CID0334920,20160625
CID0299615,20160727
CID0230425,20160728
CID0107145,20160728
CID0282770,20160726
CID0272257,20160727
CID0095451,20160726
CID0040062,20160727
CID0313197,20160727
CID0165788,20160625
CID0038558,20160625
CID0130266,20160625
CID0176982,20160624
CID0318813,20160628
CID0330874,20160629
CID0167550,20160701
CID0276192,20160628
CID0190088,20160628
CID0096872,20160625
CID0166224,20160908
CID0053896,20160914
CID0192557,20160907
CID0027977,20160907
CID0316568,20160906
CID0141583,20160628
CID0168101,20160625
CID0000906,20160629
CID0175541,20160625
CID0270374,20160628
CID0266906,20160624
CID0039289,20160625
CID0206413,20160628
CID0261806,20160628
CID0240406,20160907
CID0378609,20160905
CID0064105,20160906
CID0254592,20160907
CID0295886,20160906
CID0374842,20160910
CID0241442,20160908
CID0098473,20160907
CID0105953,20160908
CID0081061,20160628
CID0037171,20160628
CID0010634,20160628
CID0146860,20160628
CID0367699,20160623
CID0001057,20160625
CID0100821,20160625
CID0049071,20160628
CID0029624,20160907
CID0349146,20160907
CID0098221,20160906
CID0252138,20160907
CID0170504,20160908
CID0321877,20160907
CID0364307,20160916
CID0352210,20160916
CID0323820,20160907
CID0091550,20160908
CID0220279,20160908
CID0251897,20160907
CID0310758,20160908
CID0279829,20160908
CID0295986,20160906
CID0340232,20160910
CID0171739,20160908
CID0015569,20160908
CID0343797,20160907
CID0282692,20171025
CID0154172,20171025
CID0376819,20171027
CID0317805,20171028
CID0033158,20171028
CID0095323,20171028
CID0344537,20171031
CID0067668,20171031
CID0336311,20171025
CID0339857,20171024
CID0140333,20171025
CID0273127,20171027
CID0101074,20171025
CID0052135,20171024
CID0196284,20171025
CID0250185,20171025
CID0315000,20171025
CID0238864,20171031
CID0383550,20171030
CID0077547,20171029
CID0330848,20171031
CID0290009,20171028
CID0226654,20171028
CID0151379,20171028
CID0083475,20171031
CID0069392,20171028
CID0177442,20171031
CID0238441,20171025
CID0380609,20171027
CID0225889,20171026
CID0336167,20171025
CID0253682,20171026
CID0223584,20171025
CID0301655,20171024
CID0082522,20171026
CID0316929,20171025
CID0375061,20171029
CID0343056,20171028
CID0316294,20171028
CID0119591,20171031
CID0054513,20171029
CID0297984,20171025
CID0034842,20171024
CID0081995,20171024
CID0315522,20171025
CID0274813,20171025
CID0330790,20171025
CID0261170,20171026
CID0238890,20171027
CID0175640,20171026
CID0367307,20171026
CID0034384,20171025
CID0034426,20171024
CID0154142,20171025
CID0365109,20171027
CID0059063,20171028
CID0249746,20171025
CID0340272,20171025
CID0205917,20171026
CID0229580,20171025
CID0064903,20171031
CID0156454,20171028
CID0014629,20171025
CID0178229,20171025
CID0062679,20171025
CID0165990,20171026
CID0001040,20171025
CID0035431,20171024
CID0224778,20171025
CID0253343,20171025
CID0106487,20171024
CID0265920,20171025
CID0334596,20171025
CID0323526,20171025
CID0146964,20171026
CID0251805,20171027
CID0220086,20171024
CID0112566,20171031
CID0281410,20171031
CID0100163,20171030
CID0207126,20171028
CID0361810,20171028
CID0108187,20171024
CID0379751,20171025
CID0276519,20171025
CID0258368,20171026
CID0133473,20171024
CID0104381,20171025
CID0145887,20171024
CID0344835,20171024
CID0382816,20171025
CID0213589,20171025
CID0333765,20171025
CID0040130,20171025
CID0189306,20171025
CID0197514,20171031
CID0215253,20171031
CID0106322,20171028
CID0300268,20171028
CID0322053,20171029
CID0369726,20171028
CID0271120,20171024
CID0306467,20171025
CID0210399,20171025
CID0066241,20171025
CID0048766,20171025
CID0383017,20171025
CID0230055,20171025
CID0073441,20171025
CID0171309,20171025
CID0007872,20171026
CID0313269,20171025
CID0386045,20171025
CID0170625,20171026
CID0165973,20171026
CID0098526,20171025
CID0348841,20171024
CID0231525,20171024
CID0081521,20171031
CID0282346,20171031
CID0371215,20171028
CID0167221,20171029
CID0093095,20171028
CID0154401,20171028
CID0204326,20171028
CID0340549,20171028
CID0295809,20171028
CID0050011,20171031
CID0022130,20161224
CID0043426,20161223
CID0039602,20161223
CID0126309,20161222
CID0066233,20161222
CID0262806,20161224
CID0075319,20161213
CID0340564,20161216
CID0246756,20161213
CID0118811,20161213
CID0142998,20161213
CID0233348,20161214
CID0098870,20161213
CID0176034,20161222
CID0009752,20161223
CID0237347,20161223
CID0121916,20161223
CID0163119,20161223
CID0311033,20161227
CID0299188,20161224
CID0324093,20161215
CID0053440,20161214
CID0067963,20161214
CID0083355,20161210
CID0124596,20161214
CID0148486,20161214
CID0154342,20161214
CID0345296,20161213
CID0238879,20161213
CID0348006,20161210
CID0233180,20161214
CID0000391,20161213
CID0198536,20161213
CID0163809,20161213
CID0308568,20161210
CID0341324,20161214
CID0264733,20161214
CID0011233,20161210
CID0242801,20161213
CID0295620,20161213
CID0019623,20161213
CID0340404,20161213
CID0103715,20161210
CID0003414,20161214
CID0046057,20161213
CID0312532,20161209
CID0101040,20161213
CID0326446,20161214
CID0081801,20171029
CID0293053,20171027
CID0071687,20171029
CID0128390,20171031
CID0380248,20171031
CID0158679,20171029
CID0168068,20170504
CID0067360,20170503
CID0174006,20170503
CID0002948,20170429
CID0183568,20170504
CID0050205,20170504
CID0186386,20171029
CID0356666,20171029
CID0209795,20171031
CID0074882,20170505
CID0092128,20170512
CID0159258,20170504
CID0200315,20170505
CID0344230,20170426
CID0305038,20170428
CID0086390,20170428
CID0287926,20170428
CID0197118,20170429
CID0206975,20170428
CID0351767,20170428
CID0043906,20170428
CID0231065,20170429
CID0233242,20171030
CID0327528,20171030
CID0033616,20170429
CID0166974,20170503
CID0094413,20170503
CID0235146,20170504
CID0110218,20170503
CID0136738,20170503
CID0282063,20170503
CID0341516,20170506
CID0343218,20170503
CID0284065,20170503
CID0334314,20170429
CID0136553,20170429
CID0290276,20170429
CID0002172,20170503
CID0031413,20170503
CID0291749,20170503
CID0384880,20170503
CID0159163,20170429
CID0342669,20170429
CID0322957,20170429
CID0113695,20170429
CID0299506,20170504
CID0270441,20170503
CID0097355,20170503
CID0191816,20170505
CID0061942,20170504
CID0087339,20170504
CID0207398,20170503
CID0055000,20170503
CID0042027,20170506
CID0205179,20170503
CID0329949,20170504
CID0346884,20170504
CID0363893,20170428
CID0190928,20170428
CID0053781,20170429
CID0376570,20170428
CID0168924,20170428
CID0366584,20170428
CID0064575,20170428
CID0088737,20170427
CID0230919,20170428
CID0305541,20170427
CID0000850,20170428
CID0274359,20161222
CID0232794,20161221
CID0262644,20161224
CID0375764,20161223
CID0089884,20161222
CID0297089,20161222
CID0226156,20161222
CID0149531,20150203
CID0310411,20150713
CID0327300,20150213
CID0203613,20150416
CID0267699,20150623
CID0089016,20150312
CID0033318,20150330
CID0358012,20150113
CID0238779,20150113
CID0336173,20150125
CID0337761,20150116
CID0026660,20150611
CID0101504,20150611
CID0283631,20150512
CID0284006,20150106
CID0007036,20150529
CID0010697,20150803
CID0084295,20150130
CID0020208,20150305
CID0276136,20150601
CID0047903,20150402
CID0370878,20150703
CID0060966,20150421
CID0189822,20150114
CID0379484,20150424
CID0227542,20150619
CID0046447,20150209
CID0281488,20150411
CID0235163,20150203
CID0025116,20150519
CID0178702,20150121
CID0325918,20150522
CID0225353,20150904
CID0386664,20150405
CID0290379,20150715
CID0002255,20150419
CID0347837,20150429
CID0275648,20150320
CID0083451,20150206
CID0106980,20150124
CID0339657,20150619
CID0182076,20150518
CID0076149,20150113
CID0015119,20150504
CID0154289,20150818
CID0187030,20150123
CID0232968,20150428
CID0111959,20150417
CID0071113,20150420
CID0309774,20150227
CID0141187,20150719
CID0297371,20150610
CID0248563,20150710
CID0116049,20150122
CID0107456,20150801
CID0020232,20150415
CID0077889,20150120
CID0286595,20150521
CID0371933,20150413
CID0121240,20150528
CID0132509,20150110
CID0117929,20150729
CID0225003,20150304
CID0249986,20150104
CID0199792,20150518
CID0075692,20150701
CID0040410,20150323
CID0046189,20150521
CID0071435,20150322
CID0128207,20150626
CID0007769,20150111
CID0043836,20150710
CID0308875,20150625
CID0247604,20150519
CID0103289,20150410
CID0288726,20150424
CID0176014,20150120
CID0127593,20150507
CID0106504,20150212
CID0242102,20150629
CID0352645,20150213
CID0075067,20150419
CID0015720,20150630
CID0236287,20150803
CID0361469,20150519
CID0059761,20150525
CID0088210,20150804
CID0073960,20150417
CID0362474,20150422
CID0291811,20150112
CID0208867,20150519
CID0172246,20150102
CID0021665,20150603
CID0198894,20150625
CID0348644,20150617
CID0339884,20150327
CID0268811,20150319
CID0149097,20150702
CID0296629,20150407
CID0201695,20150212
CID0344375,20150630
CID0075175,20150302
CID0350722,20150720
CID0377040,20150713
CID0023023,20150630
CID0059680,20150624
CID0261905,20150610
CID0042105,20150416
CID0190536,20150729
CID0256332,20150727
CID0034791,20150507
CID0244007,20150126
CID0285352,20150610
CID0211311,20150301
CID0090381,20150324
CID0116191,20150216
CID0076833,20150801
CID0083536,20150617
CID0129533,20150616
CID0266813,20150210
CID0302250,20150502
CID0238197,20150420
CID0068776,20150204
CID0232605,20150227
CID0136705,20150702
CID0044156,20150420
CID0269073,20150608
CID0383899,20150424
CID0321084,20150722
CID0246937,20150112
CID0359444,20150519
CID0064090,20150514
CID0241514,20150117
CID0162608,20150629
CID0244980,20150520
CID0119700,20160907
CID0154020,20160908
CID0143725,20160909
CID0097779,20160908
CID0289369,20160908
CID0166348,20160907
CID0269858,20160907
CID0200677,20160906
CID0368605,20160908
CID0371617,20160908
CID0322319,20160908
CID0135997,20160908
CID0290025,20160909
CID0061330,20160907
CID0069290,20160908
CID0071931,20160907
CID0104207,20160908
CID0081910,20160906
CID0029223,20160908
CID0039326,20160907
CID0027621,20160906
CID0074536,20160907
CID0037729,20160908
CID0211788,20160908
CID0138688,20160909
CID0085495,20160908
CID0182226,20160908
CID0087232,20160907
CID0320329,20160907
CID0118214,20160908
CID0167276,20160906
CID0233103,20160908
CID0283325,20160908
CID0064265,20160910
CID0170975,20160910
CID0369480,20160908
CID0201060,20160908
CID0257260,20160908
CID0273155,20160908
CID0272819,20160908
CID0182653,20160906
CID0353395,20160907
CID0386001,20160909
CID0094513,20160908
CID0147797,20160906
CID0305485,20160908
CID0000124,20160908
CID0310467,20160909
CID0134359,20160907
CID0287795,20160628
CID0282741,20160629
CID0259065,20160624
CID0213499,20160625
CID0347458,20160628
CID0203156,20160628
CID0216508,20160629
CID0034289,20160628
CID0243024,20160628
CID0172505,20160628
CID0059604,20160628
CID0245153,20160628
CID0250720,20160906
CID0043873,20160908
CID0110918,20160909
CID0292614,20160908
CID0236264,20160908
CID0281918,20160908
CID0128031,20160906
CID0048288,20160908
CID0233782,20160629
CID0206999,20160624
CID0143562,20160624
CID0181564,20160628
CID0117839,20160628
CID0177428,20160628
CID0004518,20160628
CID0221673,20160628
CID0368770,20160630
CID0121131,20160628
CID0101959,20160628
CID0284639,20160628
CID0309853,20160628
CID0171633,20160628
CID0107672,20160625
CID0136574,20160625
CID0178559,20160625
CID0241216,20160625
CID0085799,20160628
CID0169309,20160628
CID0025153,20160624
CID0008506,20160628
CID0100397,20160705
CID0232360,20160625
CID0166339,20160628
CID0281765,20160628
CID0329359,20160625
CID0043560,20160625
CID0050152,20160628
CID0334121,20160628
CID0184661,20160629
CID0285780,20160628
CID0357820,20160629
CID0323352,20160628
CID0198753,20160625
CID0253945,20160628
CID0015294,20160625
CID0167582,20160625
CID0309739,20160629
CID0242175,20160628
CID0118136,20160625
CID0357033,20160628
CID0357366,20160625
CID0326370,20160628
CID0135369,20160628
CID0106867,20160628
CID0087804,20160628
CID0261505,20160628
CID0044924,20160625
CID0167608,20160625
CID0316813,20160628
CID0325344,20160629
CID0156131,20160625
CID0241052,20160625
CID0354110,20160628
CID0203467,20160628
CID0103321,20171031
CID0368514,20171028
CID0211636,20171031
CID0169373,20171024
CID0135795,20171025
CID0164047,20171025
CID0219199,20171025
CID0210975,20171025
CID0130798,20171026
CID0231338,20171026
CID0061076,20171024
CID0069588,20171024
CID0199754,20171026
CID0081401,20171031
CID0033950,20171031
CID0200555,20171031
CID0095127,20171030
CID0134236,20171031
CID0008438,20171028
CID0048584,20171028
CID0204323,20171028
CID0243677,20171028
CID0282499,20171029
CID0340408,20171028
CID0301604,20171025
CID0179166,20171025
CID0106262,20171024
CID0242956,20171027
CID0036518,20171025
CID0335440,20171025
CID0283352,20171025
CID0097820,20171026
CID0258361,20171025
CID0203192,20171025
CID0144753,20171024
CID0329279,20171026
CID0277047,20171026
CID0222477,20171027
CID0097717,20171026
CID0350195,20171027
CID0311828,20171026
CID0383648,20171031
CID0195535,20171031
CID0093076,20171029
CID0310635,20171028
CID0243304,20171028
CID0096230,20171028
CID0341360,20171028
CID0016611,20171024
CID0318784,20171026
CID0058925,20171028
CID0301909,20171025
CID0064130,20171025
CID0261387,20171027
CID0295310,20171026
CID0099992,20171025
CID0199680,20171026
CID0093170,20171026
CID0359646,20171026
CID0328647,20171025
CID0300043,20171025
CID0333764,20171025
CID0179370,20171024
CID0323341,20171031
CID0104054,20171031
CID0192026,20171028
CID0382637,20171028
CID0116540,20171028
CID0015808,20171028
CID0042012,20171031
CID0273981,20171025
CID0324180,20171025
CID0304039,20171025
CID0197721,20171025
CID0351042,20171026
CID0240576,20171025
CID0054696,20171024
CID0161300,20171024
CID0382985,20171025
CID0197302,20171024
CID0242372,20171026
CID0164602,20171026
CID0373627,20171026
CID0379822,20171026
CID0383854,20171024
CID0119838,20171031
CID0199960,20171031
CID0066862,20171031
CID0245651,20171030
CID0243835,20171028
CID0361190,20171028
CID0032620,20171027
CID0249524,20171028
CID0265406,20171031
CID0001935,20171024
CID0045710,20171025
CID0023511,20171025
CID0312959,20171025
CID0101977,20171024
CID0217394,20171025
CID0387938,20171024
